,dteday,WeatherCondition,temp,hum,windspeed,casual,registered,Total Users,rainy_day
488,2012-05-03,2,0.56,0.768333,0.133696,764,5657,6421,Yes
489,2012-05-04,1,0.6275,0.735417,0.162938,1069,5227,6296,Yes
490,2012-05-05,2,0.621667,0.756667,0.152992,2496,4387,6883,Yes
491,2012-05-06,2,0.5625,0.74,0.149879,2135,4224,6359,Yes
492,2012-05-07,2,0.5375,0.664167,0.230721,1008,5265,6273,No
493,2012-05-08,2,0.581667,0.685833,0.296029,738,4990,5728,No
494,2012-05-09,2,0.575,0.744167,0.216412,620,4097,4717,Yes
495,2012-05-10,1,0.505833,0.552083,0.314063,1026,5546,6572,No
496,2012-05-11,1,0.533333,0.360417,0.236937,1319,5711,7030,No
497,2012-05-12,1,0.564167,0.480417,0.123133,2622,4807,7429,No
498,2012-05-13,1,0.6125,0.57625,0.225117,2172,3946,6118,No
499,2012-05-14,2,0.573333,0.789583,0.212692,342,2501,2843,Yes
500,2012-05-15,2,0.611667,0.794583,0.147392,625,4490,5115,Yes
501,2012-05-16,1,0.636667,0.697917,0.122512,991,6433,7424,No
502,2012-05-17,1,0.593333,0.52,0.229475,1242,6142,7384,No
503,2012-05-18,1,0.564167,0.523333,0.136817,1521,6118,7639,No
504,2012-05-19,1,0.6,0.45625,0.083975,3410,4884,8294,No
505,2012-05-20,1,0.620833,0.530417,0.254367,2704,4425,7129,No
506,2012-05-21,2,0.598333,0.81125,0.233204,630,3729,4359,Yes
507,2012-05-22,2,0.615,0.765833,0.118167,819,5254,6073,Yes
508,2012-05-23,2,0.621667,0.774583,0.102,766,4494,5260,Yes
509,2012-05-24,1,0.655,0.716667,0.172896,1059,5711,6770,Yes
510,2012-05-25,1,0.68,0.747083,0.14055,1417,5317,6734,Yes
511,2012-05-26,1,0.6925,0.7325,0.198992,2855,3681,6536,Yes
512,2012-05-27,1,0.69,0.697083,0.215171,3283,3308,6591,No
513,2012-05-28,1,0.7125,0.67625,0.196521,2557,3486,6043,No
514,2012-05-29,1,0.7225,0.684583,0.2954,880,4863,5743,No
515,2012-05-30,2,0.656667,0.67,0.134329,745,6110,6855,No
516,2012-05-31,1,0.68,0.492917,0.195279,1100,6238,7338,No
517,2012-06-01,2,0.654167,0.755417,0.237563,533,3594,4127,Yes
518,2012-06-02,1,0.583333,0.549167,0.186562,2795,5325,8120,No
519,2012-06-03,1,0.6025,0.493333,0.184087,2494,5147,7641,No
520,2012-06-04,1,0.5975,0.487083,0.284833,1071,5927,6998,No
521,2012-06-05,2,0.540833,0.613333,0.209575,968,6033,7001,No
522,2012-06-06,1,0.554167,0.61125,0.077125,1027,6028,7055,No
523,2012-06-07,1,0.6025,0.567083,0.15735,1038,6456,7494,No
524,2012-06-08,1,0.649167,0.467917,0.175383,1488,6248,7736,No
525,2012-06-09,1,0.710833,0.437083,0.144287,2708,4790,7498,No
526,2012-06-10,1,0.726667,0.538333,0.133721,2224,4374,6598,No
527,2012-06-11,2,0.720833,0.587917,0.207713,1017,5647,6664,No
528,2012-06-12,2,0.653333,0.833333,0.214546,477,4495,4972,Yes
529,2012-06-13,1,0.655833,0.582083,0.343279,1173,6248,7421,No
530,2012-06-14,1,0.648333,0.569583,0.253733,1180,6183,7363,No
531,2012-06-15,1,0.639167,0.589583,0.176617,1563,6102,7665,No
532,2012-06-16,1,0.631667,0.504167,0.166667,2963,4739,7702,No
533,2012-06-17,1,0.5925,0.59875,0.144904,2634,4344,6978,No
534,2012-06-18,2,0.568333,0.777917,0.174746,653,4446,5099,Yes
535,2012-06-19,1,0.688333,0.69,0.148017,968,5857,6825,No
536,2012-06-20,1,0.7825,0.592083,0.113812,872,5339,6211,No
537,2012-06-21,1,0.805833,0.567917,0.118787,778,5127,5905,No
538,2012-06-22,1,0.7775,0.57375,0.182842,964,4859,5823,No
539,2012-06-23,1,0.731667,0.534583,0.179721,2657,4801,7458,No
540,2012-06-24,1,0.743333,0.479167,0.145525,2551,4340,6891,No
541,2012-06-25,1,0.715833,0.504167,0.300383,1139,5640,6779,No
542,2012-06-26,1,0.630833,0.373333,0.347642,1077,6365,7442,No
543,2012-06-27,1,0.6975,0.36,0.271775,1077,6258,7335,No
544,2012-06-28,1,0.749167,0.4225,0.17165,921,5958,6879,No
545,2012-06-29,1,0.834167,0.48875,0.165417,829,4634,5463,No
546,2012-06-30,1,0.765,0.60125,0.161071,1455,4232,5687,No
547,2012-07-01,1,0.815833,0.51875,0.168529,1421,4110,5531,No
548,2012-07-02,1,0.781667,0.447083,0.195267,904,5323,6227,No
549,2012-07-03,1,0.780833,0.492083,0.126237,1052,5608,6660,No
550,2012-07-04,1,0.789167,0.53875,0.13495,2562,4841,7403,No
551,2012-07-05,1,0.8275,0.457917,0.194029,1405,4836,6241,No
552,2012-07-06,1,0.828333,0.450833,0.146142,1366,4841,6207,No
553,2012-07-07,1,0.861667,0.492083,0.163554,1448,3392,4840,No
554,2012-07-08,1,0.8225,0.57375,0.125629,1203,3469,4672,No
555,2012-07-09,2,0.710833,0.683333,0.180975,998,5571,6569,No
556,2012-07-10,2,0.720833,0.6675,0.151737,954,5336,6290,No
557,2012-07-11,1,0.716667,0.633333,0.151733,975,6289,7264,No
558,2012-07-12,1,0.715833,0.529583,0.146775,1032,6414,7446,No
559,2012-07-13,2,0.731667,0.485833,0.08085,1511,5988,7499,No
560,2012-07-14,2,0.703333,0.699167,0.143679,2355,4614,6969,No
561,2012-07-15,1,0.745833,0.717917,0.166667,1920,4111,6031,Yes
562,2012-07-16,1,0.763333,0.645,0.164187,1088,5742,6830,No
563,2012-07-17,1,0.818333,0.505833,0.114429,921,5865,6786,No
564,2012-07-18,1,0.793333,0.577083,0.137442,799,4914,5713,No
565,2012-07-19,1,0.77,0.600417,0.165429,888,5703,6591,No
566,2012-07-20,2,0.665833,0.844167,0.208967,747,5123,5870,Yes
567,2012-07-21,3,0.595833,0.865417,0.2133,1264,3195,4459,Yes
568,2012-07-22,2,0.6675,0.7625,0.0939208,2544,4866,7410,Yes
569,2012-07-23,1,0.741667,0.694167,0.138683,1135,5831,6966,No
570,2012-07-24,1,0.750833,0.655,0.211454,1140,6452,7592,No
571,2012-07-25,1,0.724167,0.45,0.1648,1383,6790,8173,No
572,2012-07-26,1,0.776667,0.596667,0.284813,1036,5825,6861,No
573,2012-07-27,1,0.781667,0.594583,0.152992,1259,5645,6904,No
574,2012-07-28,1,0.755833,0.613333,0.15735,2234,4451,6685,No
575,2012-07-29,1,0.721667,0.62375,0.170396,2153,4444,6597,No
576,2012-07-30,1,0.730833,0.66875,0.153617,1040,6065,7105,No
577,2012-07-31,1,0.713333,0.704167,0.165425,968,6248,7216,Yes
578,2012-08-01,1,0.7175,0.6775,0.141179,1074,6506,7580,No
579,2012-08-02,1,0.7525,0.659583,0.129354,983,6278,7261,No
580,2012-08-03,2,0.765833,0.6425,0.215792,1328,5847,7175,No
581,2012-08-04,1,0.793333,0.613333,0.257458,2345,4479,6824,No
582,2012-08-05,1,0.769167,0.6525,0.290421,1707,3757,5464,No
583,2012-08-06,2,0.7525,0.654167,0.129354,1233,5780,7013,No
584,2012-08-07,2,0.735833,0.70375,0.116908,1278,5995,7273,Yes
585,2012-08-08,2,0.75,0.672917,0.1107,1263,6271,7534,No
586,2012-08-09,1,0.755833,0.620417,0.1561,1196,6090,7286,No
587,2012-08-10,2,0.715833,0.715833,0.238813,1065,4721,5786,Yes
588,2012-08-11,2,0.6925,0.732917,0.206479,2247,4052,6299,Yes
589,2012-08-12,1,0.700833,0.530417,0.122512,2182,4362,6544,No
590,2012-08-13,1,0.720833,0.545417,0.136212,1207,5676,6883,No
591,2012-08-14,1,0.726667,0.686667,0.169158,1128,5656,6784,No
592,2012-08-15,1,0.706667,0.619583,0.169771,1198,6149,7347,No
593,2012-08-16,1,0.719167,0.519167,0.141796,1338,6267,7605,No
594,2012-08-17,1,0.723333,0.570833,0.231354,1483,5665,7148,No
595,2012-08-18,1,0.678333,0.603333,0.177867,2827,5038,7865,No
596,2012-08-19,2,0.635833,0.711667,0.08645,1208,3341,4549,Yes
597,2012-08-20,2,0.635833,0.734167,0.129979,1026,5504,6530,Yes
598,2012-08-21,1,0.649167,0.67375,0.0727708,1081,5925,7006,No
599,2012-08-22,1,0.6675,0.677083,0.0702833,1094,6281,7375,No
600,2012-08-23,1,0.695833,0.635833,0.0845958,1363,6402,7765,No
601,2012-08-24,2,0.7025,0.615,0.0721458,1325,6257,7582,No
602,2012-08-25,2,0.661667,0.712917,0.244408,1829,4224,6053,Yes
603,2012-08-26,2,0.653333,0.845833,0.228858,1483,3772,5255,Yes
604,2012-08-27,1,0.703333,0.730417,0.128733,989,5928,6917,Yes
605,2012-08-28,1,0.728333,0.62,0.190925,935,6105,7040,No
606,2012-08-29,1,0.685,0.552083,0.112562,1177,6520,7697,No
607,2012-08-30,1,0.706667,0.590417,0.0771167,1172,6541,7713,No
608,2012-08-31,1,0.764167,0.5875,0.168533,1433,5917,7350,No
609,2012-09-01,2,0.753333,0.638333,0.113187,2352,3788,6140,No
610,2012-09-02,2,0.696667,0.815,0.0640708,2613,3197,5810,Yes
611,2012-09-03,1,0.7075,0.790833,0.151121,1965,4069,6034,Yes
612,2012-09-04,1,0.725833,0.755,0.236321,867,5997,6864,Yes
613,2012-09-05,1,0.736667,0.74125,0.187808,832,6280,7112,Yes
614,2012-09-06,2,0.696667,0.810417,0.142421,611,5592,6203,Yes
615,2012-09-07,1,0.703333,0.73625,0.171646,1045,6459,7504,Yes
616,2012-09-08,2,0.659167,0.799167,0.281104,1557,4419,5976,Yes
617,2012-09-09,1,0.61,0.5475,0.224496,2570,5657,8227,No
618,2012-09-10,1,0.583333,0.50375,0.258713,1118,6407,7525,No
619,2012-09-11,1,0.5775,0.52,0.0920542,1070,6697,7767,No
620,2012-09-12,1,0.599167,0.577083,0.131846,1050,6820,7870,No
621,2012-09-13,1,0.6125,0.637083,0.0827208,1054,6750,7804,No
622,2012-09-14,1,0.633333,0.6725,0.103863,1379,6630,8009,No
623,2012-09-15,1,0.608333,0.501667,0.247521,3160,5554,8714,No
624,2012-09-16,1,0.58,0.57,0.0901833,2166,5167,7333,No
625,2012-09-17,2,0.580833,0.734583,0.151742,1022,5847,6869,Yes
626,2012-09-18,2,0.623333,0.8725,0.357587,371,3702,4073,Yes
627,2012-09-19,1,0.5525,0.536667,0.215175,788,6803,7591,No
628,2012-09-20,1,0.546667,0.618333,0.118167,939,6781,7720,No
629,2012-09-21,1,0.599167,0.66875,0.154229,1250,6917,8167,No
630,2012-09-22,1,0.65,0.646667,0.283583,2512,5883,8395,No
631,2012-09-23,1,0.529167,0.467083,0.223258,2454,5453,7907,No
632,2012-09-24,1,0.514167,0.492917,0.142404,1001,6435,7436,No
633,2012-09-25,1,0.55,0.57,0.236321,845,6693,7538,No
634,2012-09-26,1,0.635,0.630833,0.2444,787,6946,7733,No
635,2012-09-27,2,0.65,0.690833,0.134342,751,6642,7393,No
636,2012-09-28,2,0.619167,0.69,0.164179,1045,6370,7415,No
637,2012-09-29,1,0.5425,0.542917,0.227604,2589,5966,8555,No
638,2012-09-30,1,0.526667,0.583333,0.134958,2015,4874,6889,No
639,2012-10-01,2,0.520833,0.649167,0.0908042,763,6015,6778,No
640,2012-10-02,3,0.590833,0.871667,0.104475,315,4324,4639,Yes
641,2012-10-03,2,0.6575,0.79375,0.0665458,728,6844,7572,Yes
642,2012-10-04,2,0.6575,0.722917,0.117546,891,6437,7328,Yes
643,2012-10-05,1,0.615,0.6275,0.10635,1516,6640,8156,No
644,2012-10-06,1,0.554167,0.664167,0.268025,3031,4934,7965,No
645,2012-10-07,2,0.415833,0.708333,0.141162,781,2729,3510,Yes
646,2012-10-08,2,0.383333,0.709583,0.189679,874,4604,5478,Yes
647,2012-10-09,2,0.446667,0.761667,0.1903,601,5791,6392,Yes
648,2012-10-10,1,0.514167,0.630833,0.187821,780,6911,7691,No
649,2012-10-11,1,0.435,0.463333,0.181596,834,6736,7570,No
650,2012-10-12,1,0.4375,0.539167,0.235092,1060,6222,7282,No
651,2012-10-13,1,0.393333,0.494583,0.146142,2252,4857,7109,No
652,2012-10-14,1,0.521667,0.640417,0.278612,2080,4559,6639,No
653,2012-10-15,2,0.561667,0.7075,0.296037,760,5115,5875,Yes
654,2012-10-16,1,0.468333,0.558333,0.182221,922,6612,7534,No
655,2012-10-17,1,0.455833,0.692917,0.101371,979,6482,7461,No
656,2012-10-18,2,0.5225,0.728333,0.236937,1008,6501,7509,Yes
657,2012-10-19,2,0.563333,0.815,0.134954,753,4671,5424,Yes
658,2012-10-20,1,0.484167,0.572917,0.117537,2806,5284,8090,No
659,2012-10-21,1,0.464167,0.51,0.166054,2132,4692,6824,No
660,2012-10-22,1,0.4875,0.568333,0.0814833,830,6228,7058,No
661,2012-10-23,1,0.544167,0.641667,0.0945458,841,6625,7466,No
662,2012-10-24,1,0.5875,0.63625,0.0727792,795,6898,7693,No
663,2012-10-25,2,0.55,0.800417,0.124375,875,6484,7359,Yes
664,2012-10-26,2,0.545833,0.807083,0.132467,1182,6262,7444,Yes
665,2012-10-27,2,0.53,0.72,0.235692,2643,5209,7852,Yes
666,2012-10-28,2,0.4775,0.694583,0.398008,998,3461,4459,No
667,2012-10-29,3,0.44,0.88,0.3582,2,20,22,Yes
668,2012-10-30,2,0.318182,0.825455,0.213009,87,1009,1096,Yes
669,2012-10-31,2,0.3575,0.666667,0.166667,419,5147,5566,No
670,2012-11-01,2,0.365833,0.581667,0.157346,466,5520,5986,No
671,2012-11-02,1,0.355,0.522083,0.266175,618,5229,5847,No
672,2012-11-03,2,0.343333,0.49125,0.270529,1029,4109,5138,No
673,2012-11-04,1,0.325833,0.532917,0.179108,1201,3906,5107,No
674,2012-11-05,1,0.319167,0.494167,0.236325,378,4881,5259,No
675,2012-11-06,1,0.280833,0.567083,0.173513,466,5220,5686,No
676,2012-11-07,2,0.295833,0.5475,0.304108,326,4709,5035,No
677,2012-11-08,1,0.352174,0.333478,0.347835,340,4975,5315,No
678,2012-11-09,1,0.361667,0.540833,0.214558,709,5283,5992,No
679,2012-11-10,1,0.389167,0.645417,0.0578458,2090,4446,6536,No
680,2012-11-11,1,0.420833,0.659167,0.1275,2290,4562,6852,No
681,2012-11-12,1,0.485,0.741667,0.173517,1097,5172,6269,Yes
682,2012-11-13,2,0.343333,0.662917,0.342046,327,3767,4094,No
683,2012-11-14,1,0.289167,0.552083,0.199625,373,5122,5495,No
684,2012-11-15,2,0.321667,0.620417,0.152987,320,5125,5445,No
685,2012-11-16,1,0.345,0.524583,0.171025,484,5214,5698,No
686,2012-11-17,1,0.325,0.545417,0.179729,1313,4316,5629,No
687,2012-11-18,1,0.3425,0.692917,0.227612,922,3747,4669,No
688,2012-11-19,2,0.380833,0.623333,0.235067,449,5050,5499,No
689,2012-11-20,2,0.374167,0.685,0.082725,534,5100,5634,No
690,2012-11-21,1,0.353333,0.61375,0.103246,615,4531,5146,No
691,2012-11-22,1,0.34,0.580417,0.0528708,955,1470,2425,No
692,2012-11-23,1,0.368333,0.56875,0.148021,1603,2307,3910,No
693,2012-11-24,1,0.278333,0.404583,0.376871,532,1745,2277,No
694,2012-11-25,1,0.245833,0.468333,0.1505,309,2115,2424,No
695,2012-11-26,1,0.313333,0.535417,0.04665,337,4750,5087,No
696,2012-11-27,2,0.291667,0.786667,0.237562,123,3836,3959,Yes
697,2012-11-28,1,0.296667,0.50625,0.210821,198,5062,5260,No
698,2012-11-29,1,0.28087,0.555652,0.115522,243,5080,5323,No
699,2012-11-30,1,0.298333,0.649583,0.0584708,362,5306,5668,No
700,2012-12-01,2,0.298333,0.806667,0.0597042,951,4240,5191,Yes
701,2012-12-02,2,0.3475,0.823333,0.124379,892,3757,4649,Yes
702,2012-12-03,1,0.4525,0.7675,0.0827208,555,5679,6234,Yes
703,2012-12-04,1,0.475833,0.73375,0.174129,551,6055,6606,Yes
704,2012-12-05,1,0.438333,0.485,0.324021,331,5398,5729,No
705,2012-12-06,1,0.255833,0.50875,0.174754,340,5035,5375,No
706,2012-12-07,2,0.320833,0.764167,0.1306,349,4659,5008,Yes
707,2012-12-08,2,0.381667,0.91125,0.101379,1153,4429,5582,Yes
708,2012-12-09,2,0.384167,0.905417,0.157975,441,2787,3228,Yes
709,2012-12-10,2,0.435833,0.925,0.190308,329,4841,5170,Yes
710,2012-12-11,2,0.353333,0.596667,0.296037,282,5219,5501,No
711,2012-12-12,2,0.2975,0.538333,0.162937,310,5009,5319,No
712,2012-12-13,1,0.295833,0.485833,0.174129,425,5107,5532,No
713,2012-12-14,1,0.281667,0.642917,0.131229,429,5182,5611,No
714,2012-12-15,1,0.324167,0.650417,0.10635,767,4280,5047,No
715,2012-12-16,2,0.3625,0.83875,0.100742,538,3248,3786,Yes
716,2012-12-17,2,0.393333,0.907083,0.0982583,212,4373,4585,Yes
717,2012-12-18,1,0.410833,0.66625,0.221404,433,5124,5557,No
718,2012-12-19,1,0.3325,0.625417,0.184092,333,4934,5267,No
719,2012-12-20,2,0.33,0.667917,0.132463,314,3814,4128,No
720,2012-12-21,2,0.326667,0.556667,0.374383,221,3402,3623,No
721,2012-12-22,1,0.265833,0.44125,0.407346,205,1544,1749,No
722,2012-12-23,1,0.245833,0.515417,0.133083,408,1379,1787,No
723,2012-12-24,2,0.231304,0.791304,0.0772304,174,746,920,Yes
724,2012-12-25,2,0.291304,0.734783,0.168726,440,573,1013,Yes
725,2012-12-26,3,0.243333,0.823333,0.316546,9,432,441,Yes
726,2012-12-27,2,0.254167,0.652917,0.350133,247,1867,2114,No
727,2012-12-28,2,0.253333,0.59,0.155471,644,2451,3095,No
728,2012-12-29,2,0.253333,0.752917,0.124383,159,1182,1341,Yes
729,2012-12-30,1,0.255833,0.483333,0.350754,364,1432,1796,No
730,2012-12-31,2,0.215833,0.5775,0.154846,439,2290,2729,No
